No.;name;comment;price;sizes;availability;expiry;Visibility;Revise;category;image
#64304;BP465ST-TV;Armreif zum Öffnen, Eckig-Abgerundet;28,75€;Breite: 5 mm, Innen Ø: 60 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64304
#64303;BP464ST;Armreif zum Öffnen;21,50€;Breite: 5 mm, Innen Ø: 53 x 60 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64303
#64302;BP463ST;Armreif zum Öffnen;29,50€;Breite: 9 mm, Innen Ø: 60 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64302
#64301;BP458ST;Armreif zum Öffnen;51,50€;Breite: 15 mm, Innen Ø: 60 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64301
#64300;BP474ST;2 geschwungene Linien, offener Armreif;24,50€;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64300
#64299;BP472ST;Orientalischer Armreif;49,50€;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64299
#64298;BP473ST;Offener Armreif;21,50€;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64298
#64297;BP476ST;Armspange offen;29,50€;Breite: 7 mm, Innen Ø: 65 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64297
#64296;BP475ST;Armspange offen;27,50€;Breite: 7 mm, Innen Ø: 60 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64296
#64295;BS_CH3009-WH;Armband 5 Sterne mit WHcz;17,00€;;BACK IN;;visible;;22,27,6;/64295
#64294;EP2756-G;Spirale ausgesteckter;7,75€;Höhe: ca. 30 mm;NEW;;visible;;190;/64294
#64293;EP2756-M;Spirale ausgesteckter;7,75€;Höhe: ca. 30 mm;NEW;;visible;;190;/64293
#64292;RP1419;3 Reihen mit kleinen Kugel;10,50€;52,54,56,58,60,62,64;NEW;;visible;;190;/64292
#64290;BP460ST;Armreif zum öffnen;49,50€;Breite: 8 mm, Innen Ø: 65 mm;NEW;2023. 11. 05.;visible;;22,27,6;/64290
#64289;BP461ST;Armreif zum öffnen;42,50€;Breite: 8 mm, Innen Ø: 60 mm;NEW;2023. 11. 05.;visible;;22,27,6;/64289
#64288;BP462ST;Armreif zum öffnen;23,50€;Breite: 4 mm, Innen Ø: 60 mm;NEW;2023. 11. 05.;visible;;22,27,6;/64288
#64287;BP470ST;Armreif kantig zum öffnen;33,75€;Breite: 7 mm, Innen Ø: 60 mm;NEW;2023. 11. 05.;visible;;22,27,6;/64287
#64286;BP459ST;Armreif eckig abgerundet zum öffnen;41,50€;Breite: 9 mm, Innen Ø: 60 mm;NEW;2023. 11. 05.;visible;;22,27,6;/64286
#64285;BP471ST;Armreif eckig abgerundet zum öffnen;29,50€;Breite: 5 mm, Innen Ø: 60 mm;NEW;2023. 11. 05.;visible;;22,27,6;/64285
#64284;BP477ST;Armspange 2-reihig gewellt, offen;28,50€;;NEW;2023. 11. 05.;visible;;22,27,6;/64284
#64283;BP479ST;Armspange 2-reihig Zickzack abgerundet;25,50€;;NEW;2023. 11. 05.;visible;;22,27,6;/64283
#64282;BP478ST;Armspange gewellt;19,50€;;NEW;2023. 11. 05.;visible;;22,27,6;/64282
#64281;EC035;Earcuff eine Reihe mit Kügelchen;2,25€;;NEW;2023. 11. 05.;visible;;#NV;/64281
#64280;EC033;Earcuff 3-reihig mit Seilmuster;2,50€;;NEW;2023. 11. 05.;visible;;#NV;/64280
#64279;EC034;Earcuff 2-reihig, 1Reihe mit Kügelchen;2,50€;;NEW;2023. 11. 05.;visible;;#NV;/64279
#64278;PP3289;Quadrat im Quadrat;11,00€;ca. 19 x 19 mm;;;visible;;#NV;/64278
#64277;HEN193-ASPIRIN;Aspirin Tablette mit Karabiner;8,00€;Ø: ca. 11 mm;;;visible;;9;/64277
#64276;H1911-KATZE;Katze mit Karabiner;6,50€;Höhe: ca. 13 mm;;;visible;;9;/64276
#64275;H361-FLIPFLOP-GR;FlipFlop mit Karabiner;7,00€;Höhe: ca. 17 mm;;;visible;;217,9;/64275
#64274;H490-FUESSE;Füße mit Karabiner;5,00€;Höhe: ca. 9 mm;;;visible;;217,9;/64274
#64273;RS947-BLK;Ring mit rechteckigem Zirkonia, schwarz;7,75€;Gr, 52, 54, 56, 58, 60, 62;;;visible;;#NV;/64273
#64272;PP2858-GP;Herz mit 2 Löcher, Goldplattiert;4,50€;Höhe: ca. 8 mm, Breite: ca. 10 mm;;;visible;;#NV;/64272
#64271;PP2858;Herz mit 2 Löcher;3,00€;Höhe: ca. 8 mm, Breite: ca. 10 mm;;;visible;;#NV;/64271
#64270;RSN002-RUBY;Natural Ruby Ring;21,00€;Gr. 51, 53, 54, 55, 57, 58, 59;;;visible;;#NV;/64270
#64269;RP1425;Ring mit Seestern;5,00€;Gr. 50, 52, 54, 56, 58, 60;;;visible;;#NV;/64269
#64268;RP1324-GP;Kugel Ring, Goldplattiert;9,25€;Gr. 50,52,54,56,58,60,62;;;visible;;#NV;/64268
#64267;H566-ILD-G;"Runde Platte mit ""Ich liebe Dich"", Glanz, Karabiner";6,00€;Ø: ca. 11 mm;SOLD OUT;;hidden;;9;/64267
#64265;PS1112-WH;Brezel mit Zirkonia und Schlaufe;6,00€;Höhe: ca. 11 mm;;;visible;;314;/64265
#64264;PP2374;Brezel mit Schlaufe;5,25€;Höhe: ca. 11 mm;;;visible;;314,314;/64264
#64263;PS1202-KORALLE;Runde Koralle Inlay Anhänger;8,00€;Ø: ca.15mm;;;visible;;#NV;/64263
#64262;PS1106I-BLAUCHALCEDON;Runder Blauchalcedon Anhänger;7,50€;Ø: ca.10mm;;;visible;;#NV;/64262
#64261;PS1279-GEB-GP-WHP;Quadrat mit Perle, gebürstet, Goldplattiert;9,00€;ca. 11 x 11 mm;;;visible;;317;/64261
#64260;PSN10-ONYX;Kreuz Tribal Onyx Anhänger geschliffen (SALE);5,00€;Höhe: ca. 31 mm;SALE;;visible;;321;/64260
#64259;PSN10-GRANAT;Kreuz Tribal Granat Anhänger geschliffen (SALE);5,00€;Höhe: ca. 31 mm;SALE;;visible;;321;/64259
#64258;PP2546;Seestern Anhänger mit Schlaufe;4,00€;Höhe: ca. 13 mm;;;visible;;#NV;/64258
#64257;PP2469;Großes Seepferd;18,00€;Höhe: ca. 39 mm;;;visible;;#NV;/64257
#64256;PP3273;2 Tennisschläger Anhänger mit Schlaufe;5,50€;Höhe: ca. 19 mm;;;visible;;#NV;/64256
#64255;PP3029-GP;Maria, Goldplattiert;18,00€;Höhe: ca. 30 mm;;;visible;;321;/64255
#64254;PP3231;Flugzeug Anhänger mit Schlaufe;5,00€;Höhe: ca. 19 mm;;;visible;;#NV;/64254
#64253;PP3195;Steuerrad mit Schlaufe;4,50€;Ø: ca. 13 mm;;;visible;;#NV;/64253
#64252;PP2636;Viele Blätter Anhänger;5,50€;Höhe: ca. 20 mm;;;visible;;#NV;/64252
#64250;PS-ECHTSTEINE-AMETHYST-LG;Echtsteine mit Perle (SALE);19,50€;Höhe: ca. 38 mm;SALE;;visible;;317;/64250
#64249;EH185-GP;Klappcreolen Seilmuster, Goldplattiert;18,50€;Ø: ca. 18 mm;BACK IN;2023. 10. 31.;visible;;#NV;/64249
#64248;EH185;Klappcreolen Seilmuster;14,50€;Ø: ca. 18 mm;BACK IN;2023. 10. 31.;visible;;#NV;/64248
#64247;ES1177-WH;Mini Herz mit Zirkonia Ohrstecker;4,50€;Höhe: ca. 5 mm;;;visible;;#NV;/64247
#64246;EP2251ST-GP;GP Creole;6,00€;1,5x20mm;;;visible;;#NV;/64246
#64245;EP2048-G;Runde Platte, Glänzend;7,25€;Ø: ca. 10 mm;;;visible;;319;/64245
#64244;ES1096-GEB-GP-WHP;Quadrat mit Perle, gebürstet & goldplattiert;9,75€;ca. 8x8 mm;;;visible;;317,319;/64244
#64243;ES866I-B-ROSENQUARZ;Runde Rosenquarz Ohrhänger;15,50€;Ø: ca. 10 mm;;;visible;;#NV;/64243
#64242;ES1039-TUERKIS-GP;Oval Tuerkis GP Ohrhänger;12,50€;Höhe: ca. 11 mm;;;visible;;#NV;/64242
#64241;ES420I-ROSENQUARZ-GP;Runde Rosenquarz GP Ohrstecker;10,50€;Ø: ca. 6 mm;;;visible;;#NV;/64241
#64240;ESB32-BERNSTEIN;3 Ovale Bernstein untereinander, Ohrhänger;8,00€;Höhe: ca. 23 mm;SALE;;visible;;222,228,303;/64240
#64239;ERRD9-WH;Ohrstecker mit weißem Zirkonia;3,00€;Ø: ca. 9 mm;;;visible;;#NV;/64239
#64238;ES420-GP-CHACELDONBLUE;Chaceldonblue Ohrstecker, Rund;10,50€;Ø: ca. 6 mm;;;visible;;#NV;/64238
#64237;ES420I-MONDSTEIN-GP;Ohrstecker Mondstein GP;12,50€;Ø: ca. 6 mm;;;visible;;#NV;/64237
#64236;ES1018-KORALLE;Halbkugel mit Koralle;9,00€;Ø: ca. 7 mm;;;visible;;#NV;/64236
#64235;ES1124-GRANAT-GP;Granat Zirkonia Ohrstecker, GP;8,00€;Ø: ca. 5 mm;;;visible;;#NV;/64235
#64234;ES1124-GRANAT;Granat Zirkonia Ohrstecker;6,00€;Ø: ca. 5 mm;;;visible;;#NV;/64234
#64233;ES1124-PERIDOT;Peridot Zirkonia Ohrstecker;6,50€;Ø: ca. 5 mm;;;visible;;#NV;/64233
#64232;ES1124-PERIDOT-GP;Peridot Zirkonia Ohrstecker, GP;8,00€;Ø: ca. 5 mm;;;visible;;#NV;/64232
#64231;ES1124-WHP-GP;Kleine Runde Perlen Ohrstecker, GP;6,75€;Ø: ca. 5 mm;;;visible;;317;/64231
#64230;ES1124-BLK;BLK Zirkonia Ohrstecker;4,50€;Ø: ca. 5 mm;;;visible;;#NV;/64230
#64229;ES1124-WHP;Kleine Runde Perlen Ohrstecker;6,00€;Ø: ca. 5 mm;;;visible;;317;/64229
#64228;BP421A;Armband mit 3 Wellen;14,00€;16,5+3cm;;;visible;;22,27,6;/64228
#64227;ESN008-LABRADORITE;Ovaler Labradorite Ohrhänger;10,50€;Höhe: ca. 14 mm;SALE;;visible;;228,303;/64227
#64226;ES1094-AMETHYST;Spirale mit Amethyst in Tropfenform;13,00€;Höhe: ca. 21mm;;;visible;;#NV;/64226
#64225;ESN002-GRANAT;Ovale Granat Ohrhänger (SALE);19,50€;Höhe: ca. 16 mm;SALE;;visible;;228,303;/64225
#64224;ESN001-CITRIN;Geschliffener Citrin Ohrhänger (SALE);18,50€;Höhe: ca. 16 mm;SALE;;visible;;228,303;/64224
#64223;ESN004-RUBY;Ovale Ohrhänger Natural Ruby (SALE);17,50€;Höhe: ca. 13 mm;SALE;;visible;;228,303;/64223
#64222;ESB22-BERNSTEIN;Ohrhänger mit Bernstein Kugel;19,50€;Höhe: ca. 29 mm;WHILE STOCKS LAST;;visible;;222;/64222
#64221;BP-421A;Armband mit 3 Wellen;14,00€;16,5+3cm;NEW;;visible;;190,22,27,6;/64221
#64220;HEN252B-BUS;Bus Emaille hellblau mit Karabiner;29,50€;;NEW;;visible;;190,9;/64220
#64219;BS326-BLK;Tennisarmband;44,50€;16,5+3cm;NEW;;visible;;190,22,27,6;/64219
#64218;EP2676-GP;Gehämmerte Platte;4,75€;ca. 11mm;NEW;;visible;;190;/64218
#64217;CE-4696-RHO-WHCZ;Rhodiniertklappcreole X-design;12,50€;Ø ca.16mm;NEW;;visible;;190,22,27,6;/64217
#64216;ES23915-WH;Zwei Linien Klappcreole mit 1 Glanz, 1 Stein;9,00€;Ø ca.6mm;NEW;;visible;;190;/64216
#64215;EP2760;Schlitz Ohr Rund;5,50€;Ø ca.7mm;NEW;;visible;;190;/64215
#64214;EPEN031-DBLAU;Seestern mini emaille;4,50€;Ø ca.5mm;NEW;;visible;;190;/64214
#64213;EP842-GEB-GP;Ohrstecker gebürstet rechteckig;7,75€;Höhe ca. 9mm;;;visible;;#NV;/64213
#64212;EP2733-G-GEB;Stecker Teller glanz Kreis gebürstet;12,00€;;;;visible;;319;/64212
#64211;EP2691-OXI;Jhumka;19,50€;;;;visible;;#NV;/64211
#64210;EP2729-G-GEB;Stecker Glanz mit Kreis gebürstet;12,00€;;;;visible;;319;/64210
#64209;EP2690;Anker im Steuerrad Ohrhänger;8,00€;;;;visible;;#NV;/64209
#64208;EP2765;Kreis mit 3 kleinen Kugeln;4,00€;Ø ca.9mm;;;visible;;319;/64208
#64207;EP2739;Pendel zum einhängen;17,50€;Ø ca. 24mm;;;visible;;#NV;/64207
#64206;EP2703;Creole mit Seestern;5,50€;Ø ca. 11mm;;;visible;;#NV;/64206
#64205;EP-1076;Rechteckige Ohrstecker;7,50€;Ø ca. 12mm;NEW;;visible;;190;/64205
#64204;EP2732-G-GEB;Stecker Glanz mit ovaler Platte gebürstet;12,50€;;NEW;;visible;;319;/64204
#64203;PP-MD3873;Platte Engel;7,00€;Ø ca.16mm;NEW;;visible;;190,1;/64203
#64202;PP3292;Herz Anhänger mit Love;4,50€;;NEW;;visible;;190,1;/64202
#64201;EP2702;Creole mit Anker, beweglich;8,50€;Ø Creole ca. 16 mm, Höhe Anker ca. 14 mm;NEW;2023. 12. 29.;visible;;#NV;/64201
#64200;PP2908-GP;Kl. Engel Rahmen, goldplattiert, mit Ringöse;3,75€;ca. 13mm;NEW;;visible;;190,1;/64200
#64199;EP2688;Seestern mit Brisur;8,50€;Seestern Ø ca. 9mm;NEW;2023. 12. 28.;visible;;#NV;/64199
#64198;EPEN034-HBLAU;Seestern hellblau emailliert mit Brisur;9,00€;Seestern Ø ca. 9mm;NEW;2023. 12. 28.;visible;;#NV;/64198
#64197;HEN473A-KL:AUTO;Kleines Auto Hellblau;15,50€;Höhe: ca. 14 mm;NEW;;visible;;190,9;/64197
#64196;EPEN034-DBLAU;Seestern blau emailliert mit Brisur;9,00€;Seestern Ø ca. 9mm;NEW;2023. 12. 28.;visible;;#NV;/64196
#64195;EP2700;Stab mit Stecker und Kreis, beweglich;7,50€;Höhe ca. 23 mm;NEW;2023. 12. 27.;visible;;#NV;/64195
#64194;HEN431C-AUTO;Auto Rot/Schwarz mit Karabiner;23,50€;Höhe: ca. 16 mm;NEW;;visible;;190,9;/64194
#64193;EP2712ST;Hängende Ohrringe, 2 gedrehte Stäbe und hängende Kugel in der Mitte;10,50€;Höhe ca. 53 mm;NEW;2023. 12. 21.;visible;;#NV;/64193
#64192;EP2713ST-SCR;Viereck gebürstet mit 5 beweglichen Kreisen;15,50€;Höhe: ca. 25 mm;NEW;;visible;;319;/64192
#64191;EP2713ST-G;Viereck glänzend mit 5 beweglichen Kreisen;15,50€;Höhe: ca. 25 mm;NEW;;visible;;319;/64191
#64190;EP2713ST-M;Viereck  matt mit 5 beweglichen Kreise;15,50€;Höhe: ca. 25 mm;NEW;;visible;;319;/64190
#64189;EHS-HE,26341,WHP;Klappcreole mit 4 Perlen;9,25€;Höhe: 15mm;NEW;;visible;;190;/64189
#64188;PSB94-BERNSTEIN;Anhänger Natur Bernstein;34,50€;Höhe: ca. 45 mm;BACK IN;;visible;;#NV;/64188
#64187;PSB96-BERNSTEIN;Anhänger Natur Bernstein (1);23,00€;Höhe: ca. 40 mm;BACK IN;;visible;;#NV;/64187
#64186;PSB96-BERNSTEIN;Anhänger Natur Bernstein;23,00€;Höhe: ca. 34 mm;BACK IN;;visible;;#NV;/64186
#64185;PSB17-BERNSTEIN;Anhänger Natur Bernstein;10,50€;Höhe: ca. 27 mm;BACK IN;;visible;;#NV;/64185
#64184;PSB28-BERNSTEIN;Anhänger Natur Bernstein (2);8,00€;Höhe: ca. 27 mm;BACK IN;;visible;;#NV;/64184
#64183;PSB28-BERNSTEIN;Anhänger Natur Bernstein (1);8,00€;Höhe: ca. 49 mm;BACK IN;;visible;;#NV;/64183
#64182;PSB28-BERNSTEIN;Anhänger Natur Bernstein ( Musiknote );8,00€;Höhe: ca. 40 mm;BACK IN;;visible;;#NV;/64182
#64181;PSB102-BERNSTEIN;Anhänger Kreuz Natur Bernstein;14,50€;Höhe: ca. 39 mm;BACK IN;;visible;;#NV;/64181
#64180;PSB100-BERNSTEIN;Anhänger Kreuz Natur Bernstein;13,50€;Höhe: ca. 38 mm;BACK IN;;visible;;#NV;/64180
#64179;PSB07-BERNSTEIN;Anhänger mit 6 runde Natur Bernstein;9,50€;Höhe: ca. 28 mm;BACK IN;;visible;;#NV;/64179
#64178;ES1117;Ohrringe Sea Pferd mit Zirkonia Stein;6,50€;Ø:Ca.10mm;NEW;2023. 12. 31.;visible;;190;/64178
#64177;PSB10-BERNSTEIN;Runder Bernstein, Anhänger mit Schlaufe;6,50€;Höhe: ca. 18 mm;BACK IN;;visible;;#NV;/64177
#64176;PSB70-BERNSTEIN;Anhänger mit 7 runde Natur Bernstein;21,50€;ca.38 mm;BACK IN;;visible;;1;/64176
#64175;EP2777-GP;Ohrringe Ovale Halbcreole;11,75€;Höhe: Ca.16mm;NEW;2023. 12. 31.;visible;;190;/64175
#64174;ES1165ST-JADE;Ohrhänger Tropfen mit Echtenstein;8,00€;Höhe: Ca.18mm;SOLD OUT;;hidden;;190;/64174
#64173;ES1165ST-LAPIS;Ohrhänger Tropfen mit Echtenstein;8,00€;Höhe: Ca.18mm;NEW;2023. 12. 31.;visible;;190;/64173
#64172;ES1165ST-UNAKIT;Ohrhänger Tropfen mit Echtenstein;8,00€;Höhe: Ca.18mm;NEW;2023. 12. 31.;visible;;190;/64172
#64171;ES1165ST-TIGERAUGEROT;Ohrhänger Tropfen mit Echtenstein;8,00€;Höhe: Ca.18mm;NEW;2023. 12. 31.;visible;;190;/64171
#64170;ES1165ST-ACHATGRUEN;Ohrhänger Tropfen mit Echtenstein;8,00€;Höhe: Ca.18mm;NEW;2023. 12. 31.;visible;;190;/64170
#64169;ES1165ST-RHODONIT;Ohrhänger Tropfen mit Echtenstein;8,00€;Höhe: Ca.18mm;NEW;2023. 12. 31.;visible;;190;/64169
#64168;ES1165ST-HEAMATIT;Ohrhänger Tropfen mit Echtenstein;8,00€;Höhe: Ca.18mm;NEW;2023. 12. 31.;visible;;190;/64168
#64167;ES1165ST-HOWOLITH;Ohrhänger Tropfen mit Echtenstein;8,00€;Höhe: Ca.18mm;NEW;2023. 12. 31.;visible;;190;/64167
#64166;ES1165ST-GOLDFLUSS;Ohrhänger Tropfen mit Echtenstein;8,00€;Höhe: Ca.18mm;NEW;2023. 12. 31.;visible;;190;/64166
#64165;PSN91-RAUCHQUARZ;Anhänger mit Stein;20,00€;Ø: ca. 32x19 mm;BACK IN;;visible;;1;/64165
#64164;ERSQ6X6-PINK;Ohrringe mit Pink Zirkonia;2,00€;Ø: Ca. 5mm;;;visible;;#NV;/64164
#64162;BP361-PP3287;Kugelnarmband mit Smily;18,00€;46 Kugeln à 4mm elastisch;NEW;2023. 12. 31.;visible;;190,22,27,6;/64162
#64160;ES-418A;Ohrhänger mit Weise Zirkonia;7,50€;Höhe: Ca. 20mm;NEW;2023. 12. 31.;visible;;190;/64160
#64159;PSN004-CITRIN;Anhänger Baum mit Echtenstein;11,50€;ø ca. 29mm;NEW;;visible;;190,1;/64159
#64158;ES1018-WH,M;Halb Kugeln Ohrringe mit Weise Zirkonia;7,00€;Ø: Ca. 6mm;NEW;2023. 12. 31.;visible;;190;/64158
#64157;PSN004-AMETHYST;Anhänger Baum mit Echtenstein;11,50€;ø ca. 29mm;NEW;;visible;;190,1;/64157
#64156;PSN004-LG;Anhänger Baum mit Echtenstein;11,50€;ø ca. 29mm;NEW;;visible;;190,1;/64156
#64155;PSN004-LB;Anhänger Baum mit Echtenstein;11,50€;ø ca. 29mm;NEW;;visible;;190,1;/64155
#64154;FN006/E-LG;Süsswasserperlen CZ L-Green rhodiniert;5,25€;;BACK IN;;visible;;303;/64154
#64153;ES1156-BLAU;Runde Ohrringe mit Blaue Zirkonia;9,50€;Ø: Ca. 14mm;NEW;2023. 12. 31.;visible;;190;/64153
#64152;ES996-WH;Halbkugel mit Weise Zirkonia;13,00€;Ø: ca 6mm;NEW;2023. 12. 31.;visible;;#NV;/64152
#64151;ES937-ROTGRUENOPAL;Ohrstecker oval;12,75€;Höhe: ca.10mm;;;visible;;#NV;/64151
#64150;ES866I-Mondstein;Ohrstecker rund;10,00€;ø ca. 8mm;;;visible;;#NV;/64150
#64149;PS1344-WH;Vintage Design oval in Weiß mit Zirkonia außenrum;7,00€;Höhe ca. 12 mm;NEW;;visible;;190;/64149
#64148;PS321-BLK;Kreuz aus Zirkonia;8,50€;Höhe: 21mm;NEW;;visible;;190,321;/64148
#64147;PP2279-G;Stern mit Ringöse, Glanz;4,50€;Höhe: ca.14mm;NEW;;visible;;190,1;/64147
#64146;CHP03-GP-MITTEL-FLACH;Karabinerverschluss Mittel Flach;2,85€;ca. 13mm;NEW;;visible;;189,190,22,27,6;/64146
#64145;CHP04-GP-GROSS-FLACH;Karabinerverschluss, Groß, Flach;3,75€;ca. 16mm;NEW;;visible;;189,190,22,27,6;/64145
#64144;HEN033-ERDBEERE;Erdbeere;6,50€;Höhe ca. 17mm;NEW;;visible;;190,9;/64144
#64143;ES1033-WH;Ohrstecker Herz mit Zirkonia;7,25€;Höhe: ca.7mm;;;visible;;217;/64143
#64142;ES1151-WH;Vintage-Stil;8,00€;ca. 8x9mm;NEW;;visible;;190;/64142
#64141;EP2776;Spirale Blume Ohrstecker;10,50€;Ø: ca.12mm;;;visible;;#NV;/64141
#64140;ES1174-LB;Rechteckiger Ohrstecker mit Zirkonia;5,00€;3x6mm;;;visible;;#NV;/64140
#64139;KLICK SET PP2249-JASPERGRAU;Jaspergrau Platte, ovaler Klickverschluss, Ornament Einhänger (Sale);5,00€;Ø: 40mm, ovaler Klickverschluss;BACK IN;;visible;;303,313;/64139
#64138;KLICK SET PP2249-JADE;Jade Platte, ovaler Klickverschluss, Ornament Einhänger (Sale);5,00€;Ø: 40mm, ovaler Klickverschluss;BACK IN;;visible;;1,303,313;/64138
#64137;EP2776-GP;Spirale Blume Ohrstecker;10,50€;Ø: ca.12mm;;;visible;;#NV;/64137
#64136;PSB40-BERNSTEIN;Kuh mit Bernstein;7,00€;Höhe: ca. 27 mm;NEW;;visible;;1;/64136
#64134;EP2754;Ohrhänger Pandel glänzend;14,00€;Ø: ca. 37 mm;NEW;;visible;;#NV;/64134
#64133;ES417A-RED;Ohrhänger mit Zirkonia;7,00€;17mm;;;visible;;#NV;/64133
#64132;ES413-BLK;Ohrhänger mit Zirkonia;6,50€;Ø: ca.17mm;;;visible;;#NV;/64132
#64131;ES413-LG;Ohrhänger mit Zirkonia;6,50€;Ø: ca.17mm;NEW;;visible;;190;/64131
#64130;ES560-GRUEN;Ohrhänger;7,50€;Ø: ca.27mm;;;visible;;#NV;/64130
#64129;ES-HE-25063P-WEHP-GP;Ohrstecker Tropfen mit GP Perle;11,00€;ca. 34 mm;;;visible;;#NV;/64129
#64128;PS1337-BLAU;Runde Anhänger mit 1 Blau Saphire;8,50€;ca. 20 mm;NEW;;visible;;190,1;/64128
#64127;PS1337-WH;Runde Anhänger mit 1 Zirkonia;8,50€;ca. 20 mm;NEW;;visible;;190,1;/64127
#64126;ES1156-WH;Runde Ohrstecker mit 1 Zirkonia;9,50€;Ø: ca. 14 mm;;;visible;;#NV;/64126
#64125;ES1175;Hängende Erdbeere mit Stecker;9,50€;Ø: ca. 19 mm;;;visible;;217;/64125
#64124;ES1174-RUBY;Rechteckiger Ohrstecker mit Zirkonia;5,00€;3x6mm;;;visible;;#NV;/64124
#64123;ES1174-LG;Rechteckiger Ohrstecker mit Zirkonia;5,00€;3x6mm;;;visible;;#NV;/64123
#64122;ES1174-GRANAT;Rechteckiger Ohrstecker mit Zirkonia;5,00€;3x6mm;;;visible;;#NV;/64122
#64121;ES1174-BLK;Rechteckiger Ohrstecker mit Zirkonia;5,00€;3x6mm;;;visible;;#NV;/64121
#64120;ES1174-PK;Rechteckiger Ohrstecker mit Zirkonia;5,00€;3x6mm;;;visible;;#NV;/64120
#64119;ES1174-CH;Rechteckiger Ohrstecker mit Zirkonia;5,00€;3x6mm;;;visible;;#NV;/64119
#64118;ES401A-WH;Ohrhänger mit weißem Zirkonia;8,50€;ca. 9x9 mm;BACK IN;2023. 09. 29.;visible;;#NV;/64118
#64117;ES402A-WH;Ohrhänger mit weißem Zirkona;9,50€;ca. 8x10 mm;BACK IN;2023. 09. 29.;visible;;#NV;/64117
#64116;EH188-GP;Kleine Klappcreolen mit Seilmuster, Goldplattiert;9,50€;Ø: ca. 12 mm;BACK IN;2023. 09. 29.;visible;;#NV;/64116
#64115;EH188;Kleine Klappcreolen mit Seilmuster;8,00€;Ø: ca. 12 mm;BACK IN;2023. 09. 29.;visible;;#NV;/64115
#64114;PPH1068;Basisteil für Charms;10,50€;Ø ca. 17mm;BACK IN;2023. 12. 06.;visible;;9;/64114
#64109;ES647-WH;Ohrstecker Peace mit Zirkonia;5,00€;Ø: ca. 10mm;NEW;;visible;;#NV;/64109
#64108;PS1320-WH;Glaube-Liebe-Hoffnung; Kreuz-Herz-Anker, Anhänger mit Schlaufe;7,00€;ca. 24mm;NEW;;visible;321,321;/64108
#64107;PSN001-CITRIN;Anhänger Oval mit Citrin;14,50€;Ø: ca. 16mm;;;visible;;1;/64107
#64106;RP1389;Kreis mit + Zeichen, Bandring;16,50€;Gr. 52, 54, 56, 58, 60, 62, 64, 66;;;visible;;#NV;/64106
#64105;RP1391;Kreis mit + Zeichen, schmaler Bandring;13,75€;Gr. 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72;;;visible;;#NV;/64105
#64104;RS585-COF;Ring mit COF Zirkonia, Glanz/Matt (SALE);9,50€;Gr. 52;SALE;;visible;;#NV;/64104
#64103;RS585-PK;Ring mit pinkem Zirkonia, Glanz/Matt (SALE);9,50€;Gr. 52, 54;SALE;;visible;;#NV;/64103
#64102;RS585-AM;Ring mit Amethyst Zirkonia, Glanz/Matt (SALE);9,50€;Gr. 56;SALE;;visible;;#NV;/64102
#64101;RS949-WH;5 Linien mit 5 Zirkonia Ring;10,50€;Gr. 52, 54, 56, 58, 60, 62;;;visible;;#NV;/64101
#64100;EH193-GP;Klappcreole, Goldplattiert;9,50€;Ø: ca. 13mm;;;visible;;#NV;/64100
#64099;EH193-G;Klappcreole, Glanz;8,25€;Ø: ca. 13mm;;;visible;;#NV;/64099
#64098;EH193-M;Klappcreole, Matt;8,25€;Ø: ca. 13mm;;;visible;;#NV;/64098
#64097;EH191-GP;Herz Klappcreolen, Goldplattiert;18,00€;ca. 13x13mm;;;visible;;#NV;/64097
#64096;EH191;Herz Klappcreolen;16,50€;ca. 13x13mm;;;visible;;#NV;/64096
#64095;EP2767-GP;Offenes Quadrat, Goldplattiert;12,00€;ca. 22x22mm;;;visible;;319;/64095
#64094;EP2767;Offenes Quadrat;10,00€;ca. 22x22mm;;;visible;;319;/64094
#64093;EP2779ST;10 hängende Plättchen untereinander mit Diamantschliff;6,00€;ca. 39mm;;;visible;;#NV;/64093
#64092;EP2777;Ovale Halbcreole;9,75€;ca. 18mm;;;visible;;#NV;/64092
#64091;EP2778-GP;Wavy Halbcreole, Goldplattiert;15,50€;ca. 23mm;;;visible;;#NV;/64091
#64090;EP2778;Wavy Halbcreole;13,50€;ca. 23mm;;;visible;;#NV;/64090
#64089;EP2774-GP;Infinity Creole, Goldplattiert;16,00€;ca. 30mm;;;visible;;#NV;/64089
#64088;EP2774;Infinity Creole;14,00€;ca. 30mm;;;visible;;#NV;/64088
#64087;EP2766-GP;Wavy Sticks, Goldplattiert, Glanz;10,25€;ca. 28mm;;;visible;;319;/64087
#64086;EP2441A-GP;Kreis Ohrhänger aus kleinen Kugeln, Goldplattiert;15,50€;Ø: ca. 27mm;;;visible;;319;/64086
